Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
74,88,10,6.2,4.7,Low,Medium,Unlimited,Hosteller,82,Yes,36,Pass
37,95,7,7.6,8.1,High,Low,Limited,DayScholar,68,No,22,Fail
44,82,0,2.6,6.0,Low,Low,Unlimited,DayScholar,119,Yes,34,Fail
51,61,2,3.3,6.9,Medium,Medium,Unlimited,Hosteller,78,No,26,Fail
99,84,6,2.6,9.8,High,Medium,Unlimited,DayScholar,79,No,52,Pass
46,84,2,8.0,3.9,Medium,High,Limited,DayScholar,77,Yes,22,Fail
100,95,8,4.9,9.4,Low,Medium,Unlimited,DayScholar,100,No,54,Pass
53,79,2,8.2,4.4,High,Low,Limited,Hosteller,17,No,48,Pass
40,75,8,8.8,7.9,High,Low,Unlimited,DayScholar,13,No,29,Fail
90,93,8,0.1,6.1,High,High,Limited,Hosteller,33,No,38,Pass
94,64,0,3.2,6.8,Medium,Medium,Limited,DayScholar,24,No,56,Pass
95,77,6,9.9,7.2,Medium,High,Unlimited,Hosteller,118,Yes,60,Pass
87,96,3,5.1,9.6,High,Medium,Limited,DayScholar,112,Yes,49,Pass
95,95,5,2.4,7.5,High,Medium,Limited,Hosteller,117,No,52,Pass
47,94,8,8.9,5.2,High,High,Unlimited,DayScholar,20,No,22,Fail
85,61,8,8.8,8.7,Low,High,Limited,Hosteller,6,No,49,Pass
62,89,9,4.7,6.0,Low,Medium,Limited,DayScholar,40,No,43,Pass
90,52,4,9.1,4.5,Medium,Low,Limited,Hosteller,35,No,60,Pass
87,72,0,3.5,9.4,Medium,Medium,Unlimited,Hosteller,81,Yes,38,Pass
74,57,0,8.7,8.1,Medium,Low,Unlimited,DayScholar,71,Yes,50,Pass
91,80,7,4.2,9.0,Low,Medium,Limited,DayScholar,40,No,55,Pass
33,100,7,6.3,9.2,High,Medium,Limited,DayScholar,84,No,9,Fail
80,61,6,8.2,4.9,Medium,Medium,Unlimited,Hosteller,87,No,45,Pass
77,98,1,7.2,4.8,High,Low,Unlimited,Hosteller,114,No,56,Pass
78,79,6,0.1,4.7,Low,Medium,Unlimited,DayScholar,59,No,50,Pass
70,93,5,4.6,7.7,Medium,Low,Limited,Hosteller,93,Yes,45,Pass
34,93,2,2.2,4.4,Medium,High,Unlimited,DayScholar,45,Yes,16,Fail
75,63,2,7.6,5.0,Low,Low,Unlimited,DayScholar,80,Yes,42,Pass
40,95,6,7.8,4.6,Medium,High,Limited,Hosteller,118,Yes,21,Fail
45,100,9,9.9,8.9,High,High,Limited,DayScholar,39,No,28,Fail
62,71,0,9.7,6.9,Medium,Medium,Limited,DayScholar,1,No,54,Pass
40,71,7,9.1,5.3,Low,Medium,Limited,Hosteller,52,Yes,24,Fail
81,88,10,5.2,3.0,Medium,Medium,Limited,Hosteller,48,Yes,43,Pass
88,99,8,5.3,6.9,High,Medium,Unlimited,DayScholar,14,No,56,Pass
32,56,5,5.9,4.8,Medium,Medium,Unlimited,DayScholar,14,No,17,Fail
70,53,7,7.4,3.2,Low,Low,Limited,DayScholar,55,Yes,38,Pass
85,69,4,3.6,7.2,Low,High,Limited,Hosteller,48,No,39,Pass
78,93,10,3.0,7.3,Low,Medium,Limited,DayScholar,43,No,46,Pass
94,52,6,7.8,7.0,Medium,High,Unlimited,DayScholar,20,Yes,44,Pass
99,58,1,7.9,9.1,Low,Low,Limited,DayScholar,50,Yes,68,Pass
89,93,9,4.6,8.8,High,Low,Limited,DayScholar,80,Yes,50,Pass
69,66,5,4.6,6.5,Medium,Medium,Unlimited,Hosteller,8,No,42,Pass
30,98,0,2.0,6.6,Low,Medium,Unlimited,Hosteller,113,No,21,Fail
100,64,3,2.7,8.1,High,Low,Unlimited,Hosteller,44,Yes,49,Pass
59,100,0,6.5,8.6,Low,Medium,Unlimited,Hosteller,36,Yes,49,Pass
52,89,1,9.8,3.2,Low,Medium,Limited,Hosteller,64,No,45,Pass
98,92,8,3.7,9.0,Medium,Medium,Limited,DayScholar,32,Yes,56,Pass
41,96,9,9.5,6.5,High,Medium,Limited,DayScholar,46,No,18,Fail
61,83,0,8.5,9.3,Low,Low,Limited,DayScholar,77,Yes,46,Pass
35,69,0,9.3,6.2,High,Low,Limited,DayScholar,79,Yes,25,Fail
96,81,9,9.4,4.6,Medium,Medium,Unlimited,Hosteller,34,Yes,52,Pass
76,62,4,2.3,3.1,Low,High,Limited,Hosteller,8,No,36,Pass
89,63,5,8.2,8.8,High,Low,Unlimited,DayScholar,91,No,54,Pass
30,56,4,9.3,8.6,Low,High,Unlimited,DayScholar,70,Yes,6,Fail
89,98,5,6.4,6.3,Medium,Low,Unlimited,DayScholar,66,Yes,48,Pass
92,74,0,6.5,3.3,High,Low,Unlimited,Hosteller,48,No,47,Pass
63,51,8,7.9,7.3,Low,Medium,Unlimited,Hosteller,115,No,38,Pass
72,92,4,9.9,6.0,Medium,Low,Unlimited,DayScholar,55,No,69,Pass
100,67,3,6.1,8.4,High,Medium,Unlimited,DayScholar,107,Yes,48,Pass
40,83,6,8.4,8.7,Low,Low,Limited,DayScholar,97,Yes,29,Fail
74,99,5,3.8,4.2,Medium,Medium,Unlimited,Hosteller,105,Yes,37,Pass
91,88,9,9.5,3.6,High,Medium,Unlimited,Hosteller,111,No,41,Pass
94,73,0,5.7,8.3,Medium,Low,Limited,Hosteller,67,Yes,53,Pass
80,96,7,4.9,7.7,Medium,High,Unlimited,DayScholar,22,No,46,Pass
75,93,2,8.7,3.1,High,Low,Limited,DayScholar,58,No,58,Pass
30,81,9,9.7,9.0,Medium,Low,Unlimited,Hosteller,10,Yes,20,Fail
32,97,4,5.2,4.8,Low,High,Unlimited,Hosteller,107,No,11,Fail
70,88,7,5.7,9.4,Medium,Medium,Unlimited,DayScholar,9,No,39,Pass
32,97,6,8.6,5.7,High,Low,Unlimited,DayScholar,101,Yes,7,Fail
50,100,10,6.2,4.8,Medium,Medium,Unlimited,Hosteller,41,Yes,27,Fail
99,59,3,4.7,9.0,Medium,High,Unlimited,Hosteller,116,Yes,43,Pass
86,93,10,8.4,7.1,High,Low,Unlimited,DayScholar,76,Yes,44,Pass
73,72,3,7.9,9.7,Medium,Low,Limited,Hosteller,106,Yes,42,Pass
55,89,0,7.5,3.1,Low,High,Limited,DayScholar,97,Yes,38,Pass
90,100,9,1.6,9.5,Medium,Medium,Unlimited,Hosteller,68,Yes,36,Pass
82,61,4,9.9,3.1,Low,Medium,Limited,DayScholar,62,No,44,Pass
99,63,6,5.6,4.7,Medium,High,Unlimited,Hosteller,32,Yes,44,Pass
89,68,4,8.9,5.4,High,Low,Limited,Hosteller,84,No,52,Pass
76,93,5,1.7,7.5,Low,Medium,Limited,Hosteller,0,No,40,Pass
32,68,1,3.3,4.4,Medium,High,Limited,DayScholar,22,No,13,Fail
93,98,5,3.4,6.9,High,Medium,Limited,DayScholar,23,Yes,44,Pass
89,86,1,1.4,4.6,High,Low,Limited,Hosteller,120,Yes,42,Pass
83,70,8,8.6,5.7,Medium,Low,Unlimited,Hosteller,66,No,47,Pass
89,53,4,7.6,9.9,Medium,High,Limited,DayScholar,38,Yes,41,Pass
93,94,3,6.3,4.0,High,High,Unlimited,DayScholar,46,Yes,46,Pass
77,59,0,6.5,9.9,Medium,Medium,Unlimited,DayScholar,101,No,44,Pass
86,77,1,8.1,6.9,High,Medium,Unlimited,DayScholar,35,Yes,58,Pass
87,71,2,7.3,4.7,High,High,Unlimited,Hosteller,77,No,45,Pass
87,59,10,7.5,5.4,Medium,Low,Limited,Hosteller,109,No,40,Pass
88,77,6,2.9,7.7,Low,Medium,Unlimited,DayScholar,27,Yes,45,Pass
91,82,0,1.5,5.8,High,High,Limited,Hosteller,55,No,47,Pass
98,96,1,5.4,4.9,High,High,Unlimited,Hosteller,69,Yes,47,Pass
86,83,4,6.2,9.9,High,Medium,Unlimited,DayScholar,103,Yes,40,Pass
73,50,6,2.2,4.3,Low,Low,Unlimited,DayScholar,20,No,41,Pass
81,90,2,4.2,6.2,Medium,Low,Limited,Hosteller,16,No,63,Pass
39,59,3,6.2,7.1,High,Low,Limited,DayScholar,89,No,16,Fail
49,85,0,9.4,6.4,High,Medium,Unlimited,Hosteller,22,Yes,41,Pass
80,77,4,6.4,3.9,Medium,Low,Unlimited,DayScholar,104,Yes,41,Pass
35,64,2,4.4,4.9,Low,High,Limited,DayScholar,19,No,17,Fail
89,90,1,9.2,6.5,Medium,Low,Limited,DayScholar,10,Yes,68,Pass
44,90,5,2.8,7.3,Low,Low,Unlimited,DayScholar,38,Yes,26,Fail
72,87,6,7.4,7.7,Low,Low,Limited,DayScholar,28,No,64,Pass
97,100,3,5.0,9.4,Medium,Medium,Unlimited,DayScholar,116,Yes,59,Pass
63,89,5,7.4,8.6,Medium,Medium,Limited,DayScholar,21,No,42,Pass
46,80,1,9.7,6.8,Medium,Low,Unlimited,Hosteller,57,Yes,48,Pass
66,90,4,2.9,5.2,High,Low,Limited,DayScholar,17,Yes,38,Pass
90,94,6,3.0,7.8,Low,High,Unlimited,DayScholar,45,Yes,55,Pass
70,94,1,9.8,7.2,High,Medium,Limited,DayScholar,16,No,58,Pass
38,73,8,4.4,4.7,Low,Low,Limited,Hosteller,10,No,15,Fail
58,81,5,2.3,7.9,Medium,Medium,Limited,DayScholar,73,No,36,Pass
93,76,4,2.0,6.0,Medium,Low,Limited,DayScholar,90,No,65,Pass
90,69,3,2.7,9.0,Low,Medium,Unlimited,Hosteller,111,Yes,35,Pass
60,76,6,3.5,6.4,Low,Medium,Limited,DayScholar,82,Yes,35,Pass
95,62,0,3.8,4.3,High,Low,Limited,Hosteller,4,No,55,Pass
69,51,7,8.1,4.5,Low,High,Limited,DayScholar,3,Yes,40,Pass
73,95,4,7.5,6.1,High,Medium,Limited,Hosteller,44,No,53,Pass
99,85,8,8.2,8.9,Low,Medium,Unlimited,Hosteller,19,No,65,Pass
87,97,10,0.5,5.4,Low,Low,Limited,DayScholar,60,No,43,Pass
99,76,0,6.6,3.0,Medium,High,Unlimited,DayScholar,17,No,75,Pass
35,92,2,5.2,7.0,Medium,High,Unlimited,DayScholar,45,Yes,15,Fail
80,77,1,9.0,4.4,High,High,Limited,Hosteller,3,Yes,58,Pass
44,82,4,6.7,8.9,Low,Medium,Limited,DayScholar,24,Yes,34,Fail
99,85,8,6.2,3.8,High,Medium,Unlimited,DayScholar,93,Yes,51,Pass
98,92,6,0.9,7.2,Low,High,Limited,Hosteller,22,No,57,Pass
70,76,6,7.7,6.7,Medium,Medium,Limited,Hosteller,29,No,58,Pass
88,64,5,4.7,3.5,Medium,Medium,Unlimited,DayScholar,11,No,52,Pass
89,85,8,8.5,5.6,Low,High,Limited,DayScholar,65,Yes,59,Pass
96,66,2,1.5,5.6,Medium,High,Limited,Hosteller,11,Yes,48,Pass
32,85,3,3.5,3.7,High,Low,Limited,DayScholar,21,No,21,Fail
95,97,6,9.3,3.1,High,High,Unlimited,Hosteller,45,No,44,Pass
73,73,9,7.1,7.7,High,Medium,Limited,Hosteller,2,No,35,Pass
66,76,5,5.0,9.4,Low,High,Unlimited,Hosteller,10,No,36,Pass
41,98,9,6.5,6.1,High,Low,Limited,Hosteller,3,No,25,Fail
87,82,8,8.0,8.8,Low,Medium,Unlimited,Hosteller,30,No,70,Pass
94,78,8,3.1,3.6,Low,Low,Unlimited,DayScholar,2,No,62,Pass
92,96,9,2.6,7.3,Medium,Medium,Limited,DayScholar,41,No,54,Pass
31,90,5,6.8,6.4,Low,High,Unlimited,DayScholar,64,No,12,Fail
82,67,6,9.8,8.2,High,Medium,Unlimited,DayScholar,32,Yes,48,Pass
98,71,3,7.5,4.3,Low,High,Limited,Hosteller,114,Yes,59,Pass
89,96,9,9.6,8.9,High,Medium,Unlimited,DayScholar,4,Yes,47,Pass
96,82,0,6.2,4.7,High,Low,Limited,Hosteller,87,No,68,Pass
80,83,9,9.8,5.0,High,Low,Limited,DayScholar,92,Yes,40,Pass
93,82,4,1.3,8.6,High,Low,Unlimited,DayScholar,106,Yes,43,Pass
98,62,7,8.0,3.3,Medium,High,Limited,Hosteller,2,No,42,Pass
91,94,9,4.1,4.9,High,Medium,Limited,DayScholar,58,Yes,40,Pass
96,58,5,4.5,3.3,Medium,Low,Unlimited,DayScholar,54,No,53,Pass
97,75,1,9.2,9.5,Medium,Low,Limited,Hosteller,60,Yes,73,Pass
39,57,1,7.7,8.8,Low,High,Unlimited,Hosteller,52,No,22,Fail
69,96,1,7.9,5.5,High,Low,Limited,DayScholar,75,No,45,Pass
69,51,2,6.3,3.5,Medium,Medium,Limited,Hosteller,15,No,44,Pass
84,55,8,4.1,5.2,Medium,Medium,Unlimited,DayScholar,114,No,41,Pass
86,86,3,1.3,5.2,Low,Medium,Limited,Hosteller,69,Yes,45,Pass
76,83,2,7.0,5.9,Low,Medium,Unlimited,DayScholar,93,No,54,Pass
77,69,10,9.1,9.4,High,Medium,Limited,DayScholar,111,No,35,Pass
64,96,2,5.2,6.3,Low,Low,Unlimited,Hosteller,45,Yes,48,Pass
46,81,8,8.9,8.6,Medium,Low,Limited,DayScholar,112,Yes,31,Fail
81,65,0,2.4,7.6,Medium,Low,Limited,Hosteller,20,Yes,41,Pass
100,84,0,5.7,6.7,Medium,Medium,Unlimited,DayScholar,43,No,84,Pass
30,81,7,3.1,6.0,Low,Low,Unlimited,Hosteller,0,No,24,Fail
95,89,5,5.2,7.9,Low,High,Unlimited,Hosteller,112,Yes,59,Pass
71,81,7,5.7,6.0,Medium,Medium,Unlimited,Hosteller,36,Yes,45,Pass
61,96,5,6.3,5.6,Low,Low,Unlimited,Hosteller,54,No,49,Pass
69,73,0,4.0,4.7,High,Medium,Unlimited,DayScholar,4,Yes,38,Pass
96,76,5,7.1,8.6,Medium,Medium,Limited,Hosteller,110,Yes,53,Pass
54,86,3,2.3,6.4,Low,Low,Limited,DayScholar,10,Yes,35,Pass
80,56,8,8.1,7.6,Low,High,Limited,Hosteller,21,No,42,Pass
91,98,10,8.4,4.2,High,Medium,Unlimited,Hosteller,110,Yes,40,Pass
90,52,10,6.2,5.3,High,Low,Unlimited,DayScholar,116,No,43,Pass
68,77,4,9.8,5.6,Low,Medium,Limited,Hosteller,106,No,53,Pass
36,84,5,5.3,8.3,Medium,Medium,Unlimited,DayScholar,10,Yes,13,Fail
47,73,3,4.1,10.0,Medium,Medium,Limited,Hosteller,34,No,22,Fail
71,94,5,3.5,3.1,Low,Low,Limited,Hosteller,30,No,42,Pass
98,62,4,5.2,4.6,High,Low,Unlimited,Hosteller,1,Yes,46,Pass
77,81,3,0.9,7.6,Medium,Medium,Limited,DayScholar,7,Yes,50,Pass
85,80,3,5.9,7.5,Low,High,Limited,DayScholar,83,Yes,56,Pass
70,82,4,6.8,8.1,High,Medium,Unlimited,Hosteller,0,Yes,45,Pass
99,72,6,0.9,4.7,Medium,Low,Unlimited,DayScholar,64,Yes,35,Pass
92,80,8,4.9,8.7,Medium,High,Unlimited,Hosteller,17,No,48,Pass
88,81,1,3.0,6.1,Medium,Low,Unlimited,DayScholar,64,No,66,Pass
96,73,0,9.5,9.2,Medium,Medium,Limited,Hosteller,119,Yes,63,Pass
52,93,1,1.6,9.5,Low,Medium,Limited,DayScholar,22,No,33,Fail
71,70,4,8.7,3.9,Medium,Medium,Limited,Hosteller,58,Yes,41,Pass
60,76,5,4.1,8.0,Medium,Low,Unlimited,Hosteller,22,Yes,39,Pass
71,87,3,9.4,5.6,High,High,Limited,Hosteller,45,No,46,Pass
33,64,4,8.6,6.0,High,Medium,Limited,DayScholar,20,No,19,Fail
97,85,0,3.6,9.0,Low,Medium,Limited,Hosteller,26,No,78,Pass
49,84,0,8.0,6.9,Low,Medium,Unlimited,Hosteller,52,No,53,Pass
54,71,1,6.8,4.4,Medium,Low,Unlimited,DayScholar,79,No,39,Pass
55,100,1,9.9,8.6,Low,Medium,Unlimited,Hosteller,72,No,48,Pass
55,96,7,7.0,8.4,Medium,Medium,Unlimited,DayScholar,37,Yes,39,Pass
92,74,7,2.5,7.9,High,Medium,Unlimited,DayScholar,69,No,35,Pass
30,90,4,9.5,9.2,Low,Low,Unlimited,Hosteller,63,Yes,24,Fail
100,100,5,9.7,4.4,Low,Low,Limited,DayScholar,33,No,75,Pass
41,98,3,9.2,4.1,High,High,Limited,DayScholar,105,Yes,19,Fail
51,55,0,7.6,8.6,Medium,Low,Limited,Hosteller,72,No,28,Fail
100,93,5,4.3,8.1,High,High,Limited,Hosteller,39,Yes,50,Pass
97,55,6,1.7,4.9,Low,High,Unlimited,DayScholar,56,No,37,Pass
57,77,5,7.9,6.8,Medium,Low,Limited,DayScholar,109,Yes,38,Pass
94,78,4,5.2,6.8,Low,High,Unlimited,Hosteller,55,No,62,Pass
67,60,3,4.9,8.8,Low,Low,Unlimited,DayScholar,116,No,36,Pass
48,68,3,9.4,4.9,High,High,Limited,DayScholar,103,No,26,Fail
76,88,10,9.6,7.2,High,Medium,Unlimited,Hosteller,48,No,49,Pass
82,75,7,8.5,8.1,High,High,Unlimited,DayScholar,22,Yes,43,Pass
89,97,9,4.5,6.3,Medium,High,Unlimited,Hosteller,3,Yes,44,Pass
38,98,7,8.6,6.8,Medium,High,Limited,Hosteller,109,No,14,Fail
39,78,7,8.3,3.7,Medium,Low,Limited,Hosteller,22,Yes,24,Fail
71,58,1,9.5,7.1,High,High,Unlimited,Hosteller,120,Yes,35,Pass
96,79,10,9.9,4.7,Medium,Low,Unlimited,DayScholar,0,Yes,68,Pass
75,93,0,2.9,9.9,High,Low,Limited,DayScholar,79,No,38,Pass
40,82,1,6.0,3.7,High,Medium,Unlimited,DayScholar,50,No,16,Fail
98,66,4,8.8,6.8,Medium,Medium,Unlimited,Hosteller,94,Yes,48,Pass
62,76,6,2.9,7.4,Low,Medium,Limited,DayScholar,49,No,38,Pass
99,71,5,7.2,8.0,Low,Medium,Unlimited,DayScholar,107,No,57,Pass
70,93,2,3.5,5.0,Medium,High,Limited,Hosteller,97,Yes,35,Pass
37,81,7,6.4,8.3,High,Medium,Limited,DayScholar,12,Yes,20,Fail
88,80,6,6.3,9.2,High,Low,Unlimited,Hosteller,117,No,41,Pass
30,78,6,6.8,7.8,Low,Low,Limited,DayScholar,114,Yes,21,Fail
82,99,9,10.0,4.2,Low,Low,Limited,DayScholar,32,Yes,56,Pass
99,67,8,9.4,5.9,Low,High,Limited,DayScholar,111,Yes,48,Pass
81,99,6,3.9,5.5,Medium,Medium,Limited,DayScholar,100,No,40,Pass
71,64,2,8.2,9.9,High,Medium,Unlimited,Hosteller,49,No,41,Pass
68,99,2,6.0,9.3,Low,Medium,Limited,Hosteller,20,Yes,44,Pass
65,82,4,7.9,9.4,Medium,Medium,Unlimited,DayScholar,3,No,55,Pass
84,79,5,7.2,8.9,High,Medium,Limited,Hosteller,117,Yes,38,Pass
94,99,7,7.8,6.0,High,High,Unlimited,Hosteller,61,No,47,Pass
97,75,7,9.9,5.9,Medium,High,Unlimited,Hosteller,14,Yes,61,Pass
80,51,0,5.7,9.0,Medium,Low,Limited,DayScholar,22,No,56,Pass
62,97,7,8.4,5.7,Medium,Low,Limited,Hosteller,52,No,44,Pass
66,93,6,9.9,8.6,High,High,Limited,DayScholar,30,Yes,36,Pass
87,76,10,7.1,5.8,High,Low,Limited,Hosteller,80,No,51,Pass
88,55,2,6.3,3.1,Medium,Low,Limited,DayScholar,18,No,61,Pass
45,92,0,0.5,7.6,Medium,Low,Limited,Hosteller,74,No,27,Fail
89,95,2,0.6,6.9,Medium,Medium,Unlimited,DayScholar,76,Yes,52,Pass
87,51,6,7.2,4.0,Low,Medium,Unlimited,DayScholar,22,No,57,Pass
46,97,2,3.3,6.7,Low,High,Limited,Hosteller,6,Yes,21,Fail
85,81,8,8.6,8.2,Low,Medium,Limited,DayScholar,52,No,54,Pass
64,97,5,6.3,9.0,Medium,Medium,Unlimited,DayScholar,59,Yes,36,Pass
37,92,6,2.5,6.9,Low,Medium,Unlimited,DayScholar,21,No,27,Fail
99,77,2,2.6,9.3,Low,Low,Limited,Hosteller,49,Yes,65,Pass
40,68,2,7.6,5.2,Medium,Medium,Limited,DayScholar,63,No,15,Fail
100,63,9,5.5,4.0,High,Low,Limited,DayScholar,98,No,38,Pass
44,80,3,5.3,5.9,Low,High,Limited,Hosteller,30,No,33,Fail
99,64,7,5.9,5.6,Low,Medium,Unlimited,Hosteller,59,No,54,Pass
63,82,2,8.7,5.8,High,High,Limited,DayScholar,96,Yes,35,Pass
99,55,3,2.7,9.8,Medium,Medium,Limited,DayScholar,53,Yes,51,Pass
91,82,2,9.6,4.7,High,Medium,Limited,DayScholar,42,No,65,Pass
31,100,6,7.8,9.0,High,Low,Unlimited,Hosteller,78,Yes,15,Fail
93,78,3,9.1,9.6,High,Medium,Unlimited,Hosteller,30,Yes,55,Pass
83,64,1,8.4,3.3,Low,Low,Limited,Hosteller,69,No,54,Pass
54,77,2,5.9,6.5,Low,Medium,Limited,DayScholar,37,No,48,Pass
56,79,3,9.0,6.1,Medium,Low,Limited,DayScholar,108,Yes,38,Pass
100,70,0,2.4,9.9,Low,Low,Unlimited,DayScholar,45,Yes,56,Pass
77,77,10,6.0,5.9,Low,Medium,Limited,DayScholar,80,Yes,45,Pass
78,61,8,8.2,4.8,Medium,High,Unlimited,DayScholar,37,No,40,Pass
80,74,2,7.2,9.1,Low,Low,Unlimited,Hosteller,49,Yes,52,Pass
84,81,5,4.1,7.6,Medium,Low,Unlimited,Hosteller,53,No,46,Pass
62,62,6,8.2,4.1,Low,Low,Unlimited,Hosteller,36,No,41,Pass
63,52,1,4.8,5.0,Low,Low,Limited,Hosteller,110,Yes,38,Pass
93,58,8,4.6,5.0,Medium,Low,Unlimited,DayScholar,90,No,39,Pass
38,98,2,2.6,8.0,Low,Medium,Unlimited,Hosteller,17,Yes,23,Fail
81,84,1,6.6,7.0,Medium,Medium,Unlimited,Hosteller,56,Yes,63,Pass
62,65,3,6.3,9.1,Low,Medium,Unlimited,Hosteller,73,No,37,Pass
52,81,9,9.5,6.7,High,Medium,Limited,Hosteller,28,Yes,31,Fail
32,70,2,9.4,5.8,High,Low,Limited,DayScholar,94,No,13,Fail
63,95,4,8.9,9.6,Medium,Low,Unlimited,DayScholar,25,No,44,Pass
99,99,0,3.5,4.8,High,High,Unlimited,Hosteller,112,Yes,53,Pass
82,90,0,8.9,9.4,High,High,Limited,Hosteller,34,Yes,47,Pass
95,85,1,5.8,4.9,Low,High,Limited,Hosteller,120,No,71,Pass
43,67,2,8.0,6.5,Low,Medium,Limited,Hosteller,58,Yes,23,Fail
76,99,8,9.9,7.1,High,High,Limited,Hosteller,106,No,42,Pass
80,77,0,0.6,6.0,High,Medium,Unlimited,Hosteller,76,No,37,Pass
76,71,0,3.5,5.2,High,High,Limited,Hosteller,101,No,35,Pass
95,59,7,5.0,7.6,Low,Low,Limited,Hosteller,62,No,43,Pass
51,92,0,9.6,8.8,Low,Low,Limited,DayScholar,6,Yes,44,Pass
54,63,1,6.6,7.8,Medium,Medium,Unlimited,DayScholar,21,No,33,Fail
73,90,0,4.6,4.0,Low,Low,Unlimited,Hosteller,55,Yes,45,Pass
88,96,9,8.1,7.5,Medium,Medium,Unlimited,DayScholar,37,No,63,Pass
77,72,10,9.3,7.1,Medium,Low,Limited,Hosteller,114,Yes,39,Pass
31,50,3,7.4,5.0,Medium,Low,Limited,Hosteller,67,No,11,Fail
39,84,4,10.0,9.8,Low,Medium,Unlimited,Hosteller,44,No,24,Fail
91,78,1,5.2,7.0,Medium,Low,Limited,DayScholar,5,No,77,Pass
52,98,4,6.9,5.3,Low,High,Unlimited,Hosteller,114,No,32,Fail
90,68,2,5.1,5.6,High,Medium,Unlimited,Hosteller,81,No,41,Pass
72,92,4,9.0,9.8,High,Low,Limited,Hosteller,53,Yes,46,Pass
59,78,5,6.1,7.0,Medium,Low,Unlimited,DayScholar,62,Yes,39,Pass
49,79,0,9.0,8.5,Medium,Medium,Unlimited,Hosteller,108,No,36,Pass
38,55,2,3.5,4.7,Low,Medium,Unlimited,DayScholar,77,Yes,13,Fail
97,100,7,2.0,8.0,Medium,Low,Unlimited,Hosteller,27,Yes,48,Pass
98,84,8,7.7,4.7,Low,Medium,Limited,DayScholar,17,No,75,Pass
95,99,5,2.3,7.7,Medium,Low,Limited,Hosteller,48,No,57,Pass
82,90,10,9.2,3.3,Medium,Low,Unlimited,DayScholar,49,No,46,Pass
86,84,0,7.4,4.7,Low,Low,Unlimited,DayScholar,6,Yes,65,Pass
90,59,3,3.2,6.5,High,Medium,Unlimited,DayScholar,63,Yes,39,Pass
98,86,4,2.4,6.5,Medium,Medium,Limited,DayScholar,98,No,64,Pass
75,83,1,9.0,5.7,Medium,High,Unlimited,Hosteller,7,No,57,Pass
94,50,3,7.5,4.1,Low,Medium,Limited,Hosteller,71,Yes,49,Pass
32,93,1,9.3,4.9,Low,Medium,Limited,DayScholar,60,Yes,26,Fail
98,82,6,9.1,9.1,Low,High,Unlimited,Hosteller,87,Yes,51,Pass
89,75,7,7.1,4.5,Low,Medium,Unlimited,Hosteller,110,No,56,Pass
96,72,2,7.0,9.0,High,High,Limited,Hosteller,95,No,55,Pass
78,76,8,2.2,7.9,Low,Low,Limited,DayScholar,26,No,46,Pass
92,55,1,7.8,3.4,High,Low,Unlimited,DayScholar,12,Yes,57,Pass
98,100,5,5.9,6.7,Low,High,Unlimited,DayScholar,12,Yes,55,Pass
93,53,5,5.5,8.8,Medium,Medium,Limited,Hosteller,117,Yes,49,Pass
84,100,1,1.2,5.6,High,Medium,Unlimited,DayScholar,35,Yes,40,Pass
64,88,7,3.9,4.9,Medium,Medium,Unlimited,DayScholar,113,No,42,Pass
94,69,0,5.0,6.4,High,High,Limited,DayScholar,108,Yes,47,Pass
70,73,1,4.1,9.9,Medium,Low,Unlimited,DayScholar,54,No,38,Pass
92,71,0,4.1,6.0,High,High,Unlimited,DayScholar,74,No,42,Pass
78,90,0,7.3,3.4,Medium,High,Unlimited,Hosteller,14,Yes,42,Pass
92,97,8,1.9,4.3,Low,Medium,Unlimited,DayScholar,98,No,51,Pass
79,95,4,7.8,4.6,High,Low,Unlimited,Hosteller,50,Yes,45,Pass
85,66,6,6.9,5.5,Medium,Low,Limited,Hosteller,27,Yes,44,Pass
98,54,4,7.9,9.7,Low,Medium,Unlimited,DayScholar,1,Yes,60,Pass
35,60,2,8.1,6.5,High,Low,Limited,DayScholar,0,Yes,22,Fail
85,88,1,9.8,3.9,Medium,Medium,Limited,DayScholar,91,Yes,60,Pass
49,95,2,2.4,4.4,Low,Low,Limited,DayScholar,11,No,31,Fail
88,84,7,2.0,7.5,Low,Medium,Limited,DayScholar,73,No,42,Pass
90,57,1,6.9,3.6,Low,Low,Unlimited,DayScholar,115,No,64,Pass
44,88,4,5.2,8.4,Low,Low,Limited,DayScholar,101,Yes,25,Fail
90,55,2,4.1,5.8,High,Low,Limited,DayScholar,5,Yes,42,Pass
39,89,7,7.9,3.9,High,Low,Limited,Hosteller,30,Yes,19,Fail
100,76,6,9.7,4.8,Low,Medium,Unlimited,Hosteller,50,Yes,76,Pass
90,76,0,6.2,5.5,Medium,Medium,Unlimited,Hosteller,115,No,62,Pass
95,75,6,3.2,5.1,Low,High,Unlimited,Hosteller,18,Yes,49,Pass
32,59,7,9.4,4.7,High,High,Unlimited,Hosteller,27,No,9,Fail
92,84,3,5.9,5.9,Medium,Low,Unlimited,DayScholar,2,Yes,61,Pass
92,65,10,4.0,5.9,Medium,Low,Unlimited,DayScholar,76,No,35,Pass
